Geneid	Chr	Start	End	Strand	Length	hyb1/add_read_group/hyb1.sorted.bam	tar2/add_read_group/tar2.sorted.bam	inf1/add_read_group/inf1.sorted.bam	inf2/add_read_group/inf2.sorted.bam	tar3/add_read_group/tar3.sorted.bam	tar1/add_read_group/tar1.sorted.bam	hyb3/add_read_group/hyb3.sorted.bam	hyb2/add_read_group/hyb2.sorted.bam	inf3/add_read_group/inf3.sorted.bam
gene-LINF_320042700	LR812965.1	1407928	1409253	+	1326	258	0	818	303	1	6	29	130	220
gene-LINF_320042800	LR812965.1	1410224	1410607	+	384	439	197	1157	489	259	515	64	236	392
gene-LINF_320042900	LR812965.1	1411432	1413153	+	1722	613	136	2444	931	212	395	71	349	873
gene-LINF_320043000	LR812965.1	1414036	1417719	+	3684	1605	366	6233	1782	657	981	206	791	2020
gene-LINF_320043100	LR812965.1	1418508	1418861	+	354	312	0	1257	445	0	0	33	174	304
gene-LINF_320043200	LR812965.1	1419699	1420301	+	603	553	0	2512	1260	0	0	68	265	537
gene-LINF_320043300	LR812965.1	1421064	1421507	+	444	2632	1037	5636	1766	2035	2380	462	1700	3043
gene-LINF_320043400	LR812965.1	1422766	1423584	+	819	412	108	1135	426	172	248	55	210	332
gene-LINF_320043500	LR812965.1	1423952	1425541	+	1590	733	98	2523	984	172	283	105	411	810
gene-LINF_320043600	LR812965.1	1426033	1427304	+	1272	785	65	3076	1169	71	183	101	442	973
gene-LINF_320043700	LR812965.1	1428225	1429313	+	1089	3273	95	3217	992	176	382	195	1409	675
gene-LINF_320043800	LR812965.1	1432717	1433805	+	1089	3107	90	3142	944	202	383	215	1330	725
gene-LINF_320043900	LR812965.1	1437209	1438312	+	1104	3173	109	3086	928	197	419	205	1329	645
gene-LINF_320044000	LR812965.1	1439304	1440419	+	1116	707	154	2861	984	248	427	100	389	788
gene-LINF_320044100	LR812965.1	1443861	1446776	+	2916	1009	8	2731	964	18	20	118	586	811
gene-LINF_320044200	LR812965.1	1448229	1450412	+	2184	1414	221	4050	1312	316	776	126	640	957
gene-LINF_320044300	LR812965.1	1451060	1451467	+	408	460	51	1465	401	72	24	76	211	478
gene-LINF_320044400	LR812965.1	1453195	1454622	+	1428	633	82	2281	815	122	242	74	339	692
gene-LINF_320044500	LR812965.1	1455245	1455862	+	618	312	15	1872	943	36	27	56	181	761
gene-LINF_320044600	LR812965.1	1456688	1457155	+	468	343	3	2097	654	2	0	38	158	632
gene-LINF_320044700	LR812965.1	1457981	1458793	+	813	591	74	2705	841	89	191	82	288	1007
gene-LINF_320044800	LR812965.1	1459600	1461426	+	1827	669	71	4694	1942	103	230	87	341	1579
gene-LINF_320044900	LR812965.1	1462496	1462894	+	399	235	0	2510	791	0	0	35	161	463
gene-LINF_320045000	LR812965.1	1464901	1465311	+	411	152	0	1261	472	5	3	30	127	459
gene-LINF_320045100	LR812965.1	1467066	1467365	+	300	611	292	1278	405	517	995	85	444	484
gene-LINF_320045200	LR812965.1	1468735	1469409	+	675	431	143	1579	633	165	230	67	258	488
gene-LINF_320045300	LR812965.1	1470062	1471795	+	1734	1020	247	3686	1194	412	682	119	459	1171
gene-LINF_320045400	LR812965.1	1472748	1473827	+	1080	484	167	1671	502	287	424	69	248	553
gene-LINF_320045500	LR812965.1	1475208	1475759	+	552	536	156	1587	448	321	378	69	290	548
gene-LINF_320045600	LR812965.1	1476883	1477449	+	567	562	197	1843	771	294	541	72	368	553
gene-LINF_320045700	LR812965.1	1478492	1479367	+	876	671	9	2549	920	8	17	98	370	818
gene-LINF_320045800	LR812965.1	1481159	1483909	+	2751	1485	359	5036	1988	477	908	206	758	1378
gene-LINF_320045900	LR812965.1	1486148	1489300	+	3153	2954	349	7393	2497	794	969	265	1751	1656
gene-LINF_320046000	LR812965.1	1492906	1493991	+	1086	781	128	2946	1217	215	391	104	399	905
gene-LINF_320046100	LR812965.1	1495570	1496736	+	1167	628	63	2257	771	77	189	62	346	533
gene-LINF_320046200	LR812965.1	1498830	1499612	+	783	7533	15142	12511	6163	9510	11876	1777	6243	8129
gene-LINF_320046300	LR812965.1	1500655	1501584	+	930	544	207	1534	460	312	652	79	338	456
gene-LINF_320046400	LR812965.1	1503077	1505497	+	2421	1666	640	5725	1943	923	1735	238	842	1536
gene-LINF_320046500	LR812965.1	1510466	1522729	+	12264	4917	1243	10720	3762	2467	4090	517	2632	2741
gene-LINF_320046600	LR812965.1	1524015	1525685	+	1671	519	85	1533	548	216	244	75	329	505
gene-LINF_320046700	LR812965.1	1526573	1529557	+	2985	1464	314	5737	1838	620	878	194	770	2023
gene-LINF_320046800	LR812965.1	1530371	1530928	+	558	584	0	3277	1002	1	0	61	292	1143
gene-LINF_320046900	LR812965.1	1532048	1534147	+	2100	1725	307	5364	2207	411	868	128	792	1285
gene-LINF_320047000	LR812965.1	1535419	1536015	+	597	534	0	3766	1611	0	0	63	320	712
gene-LINF_320047050	LR812965.1	1541509	1543299	+	1791	1165	55	4054	1266	145	180	131	554	1562
gene-LINF_330005100	LR812966.1	1799	4267	-	2469	2456	352	7764	2735	493	1030	414	1553	3165
gene-LINF_330005200	LR812966.1	4803	5132	-	330	448	6	2185	996	12	12	86	285	828
gene-LINF_330005300	LR812966.1	5726	7396	-	1671	1385	63	5181	1747	67	299	223	893	1707
gene-LINF_330005400	LR812966.1	8544	10106	-	1563	878	3	3077	1068	7	8	141	549	1043
gene-LINF_330005500	LR812966.1	10835	11533	-	699	867	12	4071	1687	16	33	143	497	1149
gene-LINF_330005600	LR812966.1	12119	13429	-	1311	1073	240	2809	911	207	442	150	559	1215
gene-LINF_330005700	LR812966.1	14091	16178	-	2088	1117	143	3302	1390	148	383	124	671	1016
gene-LINF_330005800	LR812966.1	17000	17527	-	528	1043	181	3716	1234	228	395	195	686	1428
gene-LINF_330005900	LR812966.1	18085	19935	-	1851	883	25	3766	1595	40	45	86	519	1280
gene-LINF_330006000	LR812966.1	21141	22133	-	993	672	15	1797	879	11	11	60	420	613
gene-LINF_330006100	LR812966.1	24793	25851	-	1059	1379	113	5357	2683	89	315	142	804	1692
gene-LINF_330006200	LR812966.1	26506	27417	-	912	860	23	3766	2024	21	21	175	633	1665
gene-LINF_330006300	LR812966.1	28167	29267	-	1101	577	56	2268	1018	81	108	83	396	772
gene-LINF_330006400	LR812966.1	29860	30885	-	1026	1173	356	4145	1868	417	783	178	842	1773
gene-LINF_330006500	LR812966.1	31707	32933	-	1227	952	68	2578	1332	63	151	104	652	979
gene-LINF_330006600	LR812966.1	33708	34547	-	840	937	111	2304	930	135	322	103	545	791
gene-LINF_330006700	LR812966.1	36515	37531	-	1017	905	15	2452	791	35	35	131	619	828
gene-LINF_330006800	LR812966.1	40066	40989	-	924	909	40	3862	1347	47	47	144	603	1175
gene-LINF_330006900	LR812966.1	42608	43090	-	483	215	0	582	212	0	0	13	126	311
gene-LINF_330007000	LR812966.1	45676	47340	-	1665	715	3	2892	839	1	1	104	446	1127
gene-LINF_330007100	LR812966.1	49008	53462	-	4455	2229	424	5690	2125	743	1088	254	1466	1951
gene-LINF_330007200	LR812966.1	59817	62561	-	2745	2938	57	7772	2522	120	177	284	1916	2773
gene-LINF_330007300	LR812966.1	64397	65008	-	612	835	163	3256	1207	230	491	109	420	866
gene-LINF_330007400	LR812966.1	66471	68189	-	1719	1547	284	5484	1741	481	751	229	993	1844
gene-LINF_330007500	LR812966.1	71476	73281	-	1806	936	70	3755	1389	120	222	167	493	1460
gene-LINF_330007600	LR812966.1	75021	76373	-	1353	2241	338	7521	2363	336	1181	295	1177	2517
gene-LINF_330007700	LR812966.1	77072	78088	-	1017	592	95	1778	633	213	276	84	295	713
gene-LINF_330007800	LR812966.1	79617	80600	-	984	1083	74	3689	1182	161	214	164	481	1728
gene-LINF_330007900	LR812966.1	84281	85348	-	1068	1100	185	2804	625	487	618	117	567	832
gene-LINF_330008000	LR812966.1	86524	88059	-	1536	1322	251	2172	673	541	648	160	622	672
gene-LINF_330008100	LR812966.1	92996	93397	-	402	263	0	248	108	0	0	15	105	67
gene-LINF_330008300	LR812966.1	96758	98914	-	2157	4020	13	3114	1718	58	49	322	2021	731
gene-LINF_330008400	LR812966.1	108457	109284	-	828	2037	945	4618	1780	829	2066	293	1230	1321
gene-LINF_330008500	LR812966.1	110421	110494	-	74	1	0	2	0	0	0	1	0	1
gene-LINF_330008600	LR812966.1	110553	110626	-	74	4	0	15	2	0	0	1	0	16
gene-LINF_330008700	LR812966.1	110702	110775	+	74	0	0	0	0	0	0	0	0	0
gene-LINF_330008800	LR812966.1	111186	112568	-	1383	625	96	3103	915	109	199	126	374	1301
gene-LINF_330008900	LR812966.1	113416	115422	-	2007	7481	2949	17568	4701	3691	5734	2023	4678	14842
gene-LINF_330009000	LR812966.1	117737	119839	-	2103	15212	6657	31029	10353	8929	21844	2123	8913	9244
gene-LINF_330009100	LR812966.1	121298	123400	-	2103	14982	6621	31025	10533	8746	21653	2167	9071	9322
gene-LINF_330009200	LR812966.1	124865	126967	-	2103	15176	6777	30840	10692	8645	21806	2176	9168	9228
gene-LINF_330009300	LR812966.1	128430	130532	-	2103	15274	6718	31489	10512	8691	21964	2114	8903	9450
gene-LINF_330009400	LR812966.1	131996	134098	-	2103	14996	6514	29874	10060	8533	21786	2050	8618	8884
gene-LINF_330009500	LR812966.1	135561	137663	-	2103	15427	6626	30925	10508	8586	22097	2082	8976	9413
gene-LINF_330009600	LR812966.1	139128	140345	-	1218	9661	4377	18257	6263	5700	13820	1404	5989	5819
gene-LINF_330009700	LR812966.1	140516	141229	-	714	4281	1797	9519	3265	2326	5909	595	2545	2924
gene-LINF_330009800	LR812966.1	142694	144796	-	2103	15278	6631	31025	10516	8580	21874	2187	8806	9271
gene-LINF_330009900	LR812966.1	146262	148364	-	2103	14873	6611	30090	10005	8754	21871	2085	8719	9001
gene-LINF_330010000	LR812966.1	149828	151930	-	2103	15405	6701	31079	10481	8640	21969	2158	9217	9437
gene-LINF_330010100	LR812966.1	153005	155191	-	2187	801	115	1897	926	131	308	101	596	829
gene-LINF_330010200	LR812966.1	157171	158151	-	981	735	241	2328	1124	263	476	104	515	807
gene-LINF_330010300	LR812966.1	159960	161066	-	1107	552	47	1618	752	77	47	71	359	615
gene-LINF_330010400	LR812966.1	162005	163225	-	1221	858	343	2077	899	464	876	117	658	655
gene-LINF_330010500	LR812966.1	164796	167615	-	2820	1921	531	7682	2835	824	1543	319	1182	3050
gene-LINF_330010600	LR812966.1	169847	170542	-	696	316	66	1144	479	126	223	48	260	357
gene-LINF_330010700	LR812966.1	173621	173920	-	300	315	4	1038	317	3	1	72	241	738
gene-LINF_330010800	LR812966.1	174750	177890	-	3141	516	18	1105	424	36	49	64	283	334
gene-LINF_330010900	LR812966.1	178598	179260	-	663	335	8	1167	460	12	19	45	197	366
gene-LINF_330011000	LR812966.1	180121	180771	-	651	986	515	2245	839	509	988	139	614	868
gene-LINF_330011100	LR812966.1	181957	182823	-	867	602	39	2485	1257	41	143	54	365	831
gene-LINF_330011200	LR812966.1	184793	186418	-	1626	1228	298	3814	1450	418	817	210	853	1696
gene-LINF_330011300	LR812966.1	187459	189807	-	2349	781	95	3128	978	173	278	101	448	892
gene-LINF_330011400	LR812966.1	190315	193557	-	3243	760	80	2951	1042	118	146	96	432	858
gene-LINF_330011500	LR812966.1	194029	194949	-	921	954	208	3171	1388	388	493	121	599	1192
gene-LINF_330011600	LR812966.1	195689	198703	-	3015	1450	58	4622	1673	134	157	196	758	1987
gene-LINF_330011700	LR812966.1	200850	201899	-	1050	3474	23	1679	710	47	68	180	1295	492
gene-LINF_330011800	LR812966.1	202541	206905	-	4365	1507	185	4120	1335	439	560	197	840	1492
gene-LINF_330011900	LR812966.1	208868	209476	-	609	474	115	1619	547	166	174	68	239	653
gene-LINF_330012000	LR812966.1	211860	213206	-	1347	702	65	2020	679	108	171	81	348	548
gene-LINF_330012100	LR812966.1	214197	220550	-	6354	2887	519	6128	1995	1413	1508	424	1500	2262
gene-LINF_330012200	LR812966.1	222728	223783	-	1056	681	174	1853	646	367	480	73	317	642
gene-LINF_330012300	LR812966.1	226098	226532	-	435	818	29	3012	1095	91	24	141	575	1046
gene-LINF_330012400	LR812966.1	228484	230220	-	1737	1569	256	5041	1264	622	778	276	735	2029
gene-LINF_330012500	LR812966.1	231039	232178	-	1140	893	151	2713	763	453	498	116	375	688
gene-LINF_330012600	LR812966.1	233192	235225	-	2034	1382	107	6350	1787	276	226	245	643	2083
gene-LINF_330012700	LR812966.1	236598	239225	-	2628	2216	437	6704	2411	826	1467	315	1091	1976
gene-LINF_330012800	LR812966.1	239718	240290	-	573	797	221	3269	1062	386	290	170	469	1208
gene-LINF_330012900	LR812966.1	243180	244463	+	1284	3051	344	17216	6349	380	626	433	1795	4720
gene-LINF_330013000	LR812966.1	244883	245263	+	381	2432	380	7632	4512	348	1034	215	1197	2742
gene-LINF_330013100	LR812966.1	246202	247110	+	909	2581	820	5183	1954	1417	2323	335	1212	1858
gene-LINF_330013200	LR812966.1	248151	249620	+	1470	951	153	3008	1128	517	315	186	528	934
gene-LINF_330013300	LR812966.1	250943	251296	+	354	551	133	1965	678	176	349	72	272	593
gene-LINF_330013400	LR812966.1	253076	257284	+	4209	3101	1032	10467	3056	2841	2984	519	1670	3956
gene-LINF_330013500	LR812966.1	258994	259452	+	459	873	234	2354	670	618	814	129	455	1142
gene-LINF_330013600	LR812966.1	260453	262795	+	2343	2098	212	4327	1484	569	653	305	1168	1427
gene-LINF_330013700	LR812966.1	263880	265370	+	1491	5450	178	11171	3891	473	779	587	3230	4772
gene-LINF_330013800	LR812966.1	268801	269265	+	465	635	42	2398	793	105	99	101	377	1252
gene-LINF_330013900	LR812966.1	270125	271294	+	1170	1016	336	2215	628	534	876	101	475	663
gene-LINF_330014000	LR812966.1	272198	274087	+	1890	997	237	2866	1074	429	512	145	613	1404
gene-LINF_330014100	LR812966.1	275134	275721	+	588	16585	12751	28393	12420	16823	28924	3070	9204	14468
gene-LINF_330014200	LR812966.1	276448	278001	+	1554	1093	207	4104	1466	327	498	164	527	1268
gene-LINF_330014300	LR812966.1	278822	279946	+	1125	595	56	2691	901	91	161	151	384	1507
gene-LINF_330014400	LR812966.1	281133	283448	+	2316	831	47	4535	1438	90	108	120	417	1392
gene-LINF_330014500	LR812966.1	289824	290945	+	1122	763	0	2231	826	1	2	81	343	661
gene-LINF_330014600	LR812966.1	292373	293635	+	1263	1401	46	3288	1202	138	175	160	829	1296
gene-LINF_330014700	LR812966.1	300819	303464	+	2646	1542	243	3208	1069	440	537	195	978	1241
gene-LINF_330014800	LR812966.1	308629	312441	+	3813	1946	224	4313	1573	460	558	224	1310	1439
gene-LINF_330014900	LR812966.1	314689	319563	+	4875	1509	204	4564	1637	334	527	210	955	1754
gene-LINF_330015000	LR812966.1	320211	321542	+	1332	29278	11371	74886	28534	17249	27896	4912	20071	26355
gene-LINF_330015100	LR812966.1	323760	325091	+	1332	29135	11475	75233	28494	17079	27987	5050	20032	25858
gene-LINF_330015200	LR812966.1	327306	328637	+	1332	28954	11396	74740	28394	17061	27822	4880	20005	26268
gene-LINF_330015300	LR812966.1	330850	332181	+	1332	28537	11530	73965	28230	17266	28008	4870	19708	25465
gene-LINF_330015400	LR812966.1	334397	335728	+	1332	28850	11514	73542	28068	17234	28053	4856	19521	25035
gene-LINF_330015500	LR812966.1	337939	339270	+	1332	28688	11663	71185	28000	17557	28536	4680	19418	24467
gene-LINF_330015600	LR812966.1	341465	343657	+	2193	2502	416	6709	2588	689	1423	258	1473	1474
gene-LINF_330015700	LR812966.1	345875	348004	+	2130	1936	452	6374	2111	558	1186	245	1090	1738
gene-LINF_330015800	LR812966.1	348591	351341	+	2751	921	179	2828	975	266	436	141	521	1165
gene-LINF_330016000	LR812966.1	354219	355697	+	1479	942	127	2751	858	246	370	137	654	811
gene-LINF_330016100	LR812966.1	357150	358175	+	1026	990	18	3998	1300	30	40	179	586	1139
gene-LINF_330016200	LR812966.1	359483	359827	+	345	1602	595	3149	895	1423	2074	267	846	1514
gene-LINF_330016300	LR812966.1	361611	363356	+	1746	1871	213	4872	1675	335	544	262	1166	1705
gene-LINF_330016400	LR812966.1	364885	365238	+	354	1705	0	7309	2563	0	0	276	881	2530
gene-LINF_330016500	LR812966.1	366287	366946	+	660	15471	17476	26629	13649	20512	24260	3600	11586	15749
gene-LINF_330016600	LR812966.1	367903	370554	+	2652	1181	125	2731	991	211	389	149	639	757
gene-LINF_330016700	LR812966.1	371432	373081	+	1650	828	10	2999	959	9	54	104	570	936
gene-LINF_330016800	LR812966.1	374699	378229	+	3531	2005	150	6373	2477	289	577	251	1168	1791
gene-LINF_330016900	LR812966.1	379443	384152	+	4710	1575	224	5660	1591	362	612	230	984	1602
gene-LINF_330017000	LR812966.1	388288	389532	+	1245	1522	504	2914	720	1030	1567	184	774	895
gene-LINF_330017100	LR812966.1	393671	395455	+	1785	2661	132	3660	1169	255	407	302	1284	984
gene-LINF_330017200	LR812966.1	398677	399732	+	1056	1115	109	3496	1171	155	215	172	566	1046
gene-LINF_330017300	LR812966.1	401126	401554	+	429	394	0	2203	861	0	0	69	241	559
gene-LINF_330017400	LR812966.1	404616	407648	+	3033	1524	349	3330	1091	561	1125	186	838	909
gene-LINF_330017500	LR812966.1	410824	414417	+	3594	2706	645	6516	2275	1196	1959	339	1506	2123
gene-LINF_330017600	LR812966.1	423327	426032	+	2706	529	102	1280	434	132	302	60	295	402
gene-LINF_330017700	LR812966.1	428811	430286	+	1476	1218	201	4408	1593	241	502	162	705	1238
gene-LINF_330017800	LR812966.1	430960	431493	+	534	1102	1	4053	1005	4	0	162	535	1176
gene-LINF_330017900	LR812966.1	435154	436506	+	1353	1177	282	3385	1086	447	540	180	632	1024
gene-LINF_330018000	LR812966.1	437105	438391	+	1287	1994	158	4165	1783	238	233	210	1182	1320
gene-LINF_330018100	LR812966.1	440353	443235	+	2883	1676	366	4371	1539	501	857	215	994	1286
gene-LINF_330018200	LR812966.1	444057	444788	+	732	2893	1497	4794	1177	2092	3810	457	1897	2775
gene-LINF_330018300	LR812966.1	449264	450601	+	1338	904	328	2039	754	512	1069	129	525	619
gene-LINF_330018400	LR812966.1	453114	453725	+	612	1244	438	1177	367	991	1458	158	666	328
gene-LINF_330018500	LR812966.1	456681	459566	+	2886	3932	550	11603	4008	917	1678	562	2200	4015
gene-LINF_330018600	LR812966.1	460995	463280	+	2286	2719	700	4955	1861	1030	2242	291	1401	1370
gene-LINF_330018700	LR812966.1	464244	465245	+	1002	719	197	1972	686	294	504	98	398	510
gene-LINF_330018800	LR812966.1	468196	470241	+	2046	2332	189	5695	1426	335	614	325	1180	2619
gene-LINF_330018900	LR812966.1	472245	472562	+	318	282	0	1050	345	0	0	58	177	413
gene-LINF_330019000	LR812966.1	474935	476233	+	1299	2533	64	8049	2063	154	162	426	1671	3661
gene-LINF_330019100	LR812966.1	478100	480613	+	2514	1198	120	3480	1008	216	379	162	731	932
gene-LINF_330019200	LR812966.1	489135	489578	+	444	1266	300	3305	929	447	927	184	724	1119
gene-LINF_330019300	LR812966.1	491815	495972	+	4158	3141	421	9709	4109	695	1444	335	1635	2759
gene-LINF_330019400	LR812966.1	497622	498365	+	744	887	192	2041	778	335	644	126	421	559
gene-LINF_330019500	LR812966.1	499773	502436	+	2664	1123	218	3543	1399	293	551	148	674	990
gene-LINF_330019600	LR812966.1	503181	505151	+	1971	2661	542	7225	2532	948	1806	336	1325	2066
gene-LINF_330019700	LR812966.1	506312	507352	+	1041	852	400	1474	474	578	1303	103	439	488
gene-LINF_330019800	LR812966.1	508460	510871	+	2412	1205	103	3213	1119	237	367	152	676	1051
gene-LINF_330019900	LR812966.1	511929	513794	+	1866	1335	346	4234	1442	736	1142	212	862	1601
gene-LINF_330020000	LR812966.1	514813	517383	+	2571	1114	371	3676	1239	606	918	195	686	1354
gene-LINF_330020100	LR812966.1	518258	519472	+	1215	1048	130	3479	1328	241	351	156	617	1054
gene-LINF_330020200	LR812966.1	520497	521480	+	984	1278	544	2149	827	1027	1408	201	663	1041
gene-LINF_330020300	LR812966.1	522631	525561	+	2931	1744	11	4708	1476	16	25	243	1146	1249
gene-LINF_330020400	LR812966.1	526389	527381	+	993	1295	460	3464	1386	679	1192	178	638	1161
gene-LINF_330020500	LR812966.1	528028	528531	+	504	1141	566	2532	747	743	1362	179	602	803
gene-LINF_330020600	LR812966.1	530694	532469	+	1776	2696	432	6217	2331	657	1701	300	1244	1677
gene-LINF_330020700	LR812966.1	534448	534834	+	387	454	191	1311	599	267	377	61	229	319
gene-LINF_330020800	LR812966.1	536360	538321	+	1962	2173	250	5344	1834	275	702	278	1130	1479
gene-LINF_330020900	LR812966.1	540193	540828	+	636	1057	237	2762	1112	532	655	139	582	812
gene-LINF_330021000	LR812966.1	541923	543935	+	2013	2896	630	9333	3620	1775	1852	444	1621	2811
gene-LINF_330021100	LR812966.1	545130	545927	+	798	413	119	3133	1258	242	492	83	242	824
gene-LINF_330021200	LR812966.1	546240	546313	-	74	1	0	0	0	0	0	0	0	0
gene-LINF_330021300	LR812966.1	548116	549360	+	1245	1726	113	5534	2378	183	382	245	1069	1600
gene-LINF_330021400	LR812966.1	550115	550942	+	828	828	12	3625	1412	24	48	145	451	1003
gene-LINF_330021500	LR812966.1	551320	551865	+	546	1147	301	2784	683	683	637	189	548	1443
gene-LINF_330021600	LR812966.1	552516	552839	+	324	738	216	2492	1004	312	615	131	353	915
gene-LINF_330021700	LR812966.1	555988	556314	+	327	137	0	595	127	0	0	24	54	224
gene-LINF_330021800	LR812966.1	557286	557831	+	546	180	0	711	163	0	0	25	100	259
gene-LINF_330021900	LR812966.1	560248	561642	+	1395	768	88	2585	869	269	272	116	398	914
gene-LINF_330022000	LR812966.1	562291	563565	+	1275	2039	283	7593	2799	659	812	226	1022	1800
gene-LINF_330022100	LR812966.1	565427	566653	+	1227	1465	468	2749	590	973	1448	185	741	1067
gene-LINF_330022200	LR812966.1	571055	571936	+	882	566	218	1304	382	461	672	79	258	524
gene-LINF_330022300	LR812966.1	574038	579830	+	5793	4734	499	10328	3612	984	1436	528	2907	3243
gene-LINF_330022400	LR812966.1	580640	582409	+	1770	1185	299	3314	1111	563	894	149	591	967
gene-LINF_330022500	LR812966.1	586708	588174	+	1467	500	102	1249	275	157	297	73	309	539
gene-LINF_330022600	LR812966.1	594171	595922	+	1752	1062	98	2072	793	112	268	134	624	618
gene-LINF_330022700	LR812966.1	601178	603214	+	2037	346	0	469	134	0	0	41	218	123
gene-LINF_330022800	LR812966.1	610408	611037	+	630	17	2	61	22	8	7	4	17	23
gene-LINF_330022900	LR812966.1	628561	629553	+	993	161	7	406	115	34	31	28	91	82
gene-LINF_330023000	LR812966.1	650509	650895	+	387	124	37	301	94	28	100	17	79	63
gene-LINF_330023100	LR812966.1	658954	669282	+	10329	3738	1743	6319	1988	2870	4413	467	2355	1658
gene-LINF_330023200	LR812966.1	671478	674036	+	2559	1356	509	4062	1127	809	1352	263	874	1604
gene-LINF_330023300	LR812966.1	675563	677461	+	1899	594	204	2475	722	245	524	113	391	731
gene-LINF_330023400	LR812966.1	678807	679418	+	612	927	227	2843	920	234	554	151	558	748
gene-LINF_330023500	LR812966.1	682026	682571	+	546	1366	709	2786	902	826	1866	178	972	1022
