Geneid	Chr	Start	End	Strand	Length	../hyb2/mark_duplicates/hyb2.sorted.markdup.bam	../tar3/mark_duplicates/tar3.sorted.markdup.bam	../hyb1/mark_duplicates/hyb1.sorted.markdup.bam	../tar2/mark_duplicates/tar2.sorted.markdup.bam	../hyb3/mark_duplicates/hyb3.sorted.markdup.bam	../tar1/mark_duplicates/tar1.sorted.markdup.bam
gene-LINF_360017300	LR812969.1	443440	446226	+	2787	537	0	992	0	117	0
gene-LINF_360017400	LR812969.1	447893	449005	+	1113	1165	0	2239	0	217	0
gene-LINF_360017500	LR812969.1	450769	452682	+	1914	3868	0	6521	0	962	0
gene-LINF_360017600	LR812969.1	454104	455111	+	1008	375	0	661	0	99	0
gene-LINF_360017700	LR812969.1	456313	456735	+	423	557	1	1126	0	123	1
gene-LINF_360017800	LR812969.1	458166	460046	+	1881	705	0	1505	0	173	0
gene-LINF_360017900	LR812969.1	460782	461546	+	765	422	0	808	0	135	0
gene-LINF_360018000	LR812969.1	462103	463593	+	1491	1120	0	2255	0	222	1
gene-LINF_360018100	LR812969.1	465409	467163	+	1755	1163	0	2169	0	352	0
gene-LINF_360018200	LR812969.1	467701	470022	+	2322	784	0	1539	0	215	0
gene-LINF_360018300	LR812969.1	471770	472342	+	573	4595	36	6507	39	1494	44
gene-LINF_360018400	LR812969.1	473275	474390	+	1116	15488	1	28755	3	3630	4
gene-LINF_360018500	LR812969.1	474987	475331	+	345	5242	3	9016	0	1197	0
gene-LINF_360018600	LR812969.1	478746	479327	+	582	920	0	1871	1	200	0
gene-LINF_360018700	LR812969.1	480004	481638	+	1635	783	0	1603	0	248	0
gene-LINF_360018800	LR812969.1	483151	483924	+	774	483	1	911	0	150	0
gene-LINF_360018900	LR812969.1	484763	486031	+	1269	897	0	1695	0	277	0
gene-LINF_360019000	LR812969.1	486779	487873	+	1095	512	0	1011	0	164	0
gene-LINF_360019100	LR812969.1	488831	490966	+	2136	1483	0	2825	0	454	0
gene-LINF_360019200	LR812969.1	491864	492583	+	720	572	0	1240	0	217	0
gene-LINF_360019300	LR812969.1	493706	493790	-	85	0	0	0	0	0	0
gene-LINF_360019400	LR812969.1	493872	493943	-	72	0	0	0	0	0	0
gene-LINF_360019500	LR812969.1	494822	494893	+	72	0	0	0	0	0	0
gene-LINF_360019600	LR812969.1	494975	495059	+	85	0	0	0	0	0	0
gene-LINF_360019700	LR812969.1	498265	498927	-	663	312	0	443	0	60	0
gene-LINF_360019800	LR812969.1	500416	502770	-	2355	2846	2	5544	0	709	2
gene-LINF_360019900	LR812969.1	505842	507494	-	1653	759	0	1721	0	153	0
gene-LINF_360020000	LR812969.1	508324	511656	-	3333	1126	0	2228	0	304	0
gene-LINF_360020100	LR812969.1	512509	513063	-	555	255	0	496	0	80	0
gene-LINF_360020200	LR812969.1	518375	519727	-	1353	1253	0	2511	0	315	0
gene-LINF_360020300	LR812969.1	521297	523915	-	2619	992	0	1712	0	262	0
gene-LINF_360020400	LR812969.1	525349	527034	-	1686	619	0	1239	0	205	0
gene-LINF_360020500	LR812969.1	529449	530084	-	636	3663	986	6229	427	1026	1129
gene-LINF_360020600	LR812969.1	531005	547831	-	16827	3251	4	6150	0	856	2
gene-LINF_360020700	LR812969.1	549773	550240	-	468	259	1	594	0	75	1
gene-LINF_360020800	LR812969.1	551375	553342	-	1968	1332	0	2197	0	274	3
gene-LINF_360020900	LR812969.1	554182	557571	-	3390	1312	0	2393	0	302	0
gene-LINF_360021000	LR812969.1	558264	559499	-	1236	421	0	740	0	152	0
gene-LINF_360021100	LR812969.1	561462	565067	-	3606	1319	0	2465	0	388	0
gene-LINF_360021200	LR812969.1	566708	569554	-	2847	1124	0	2363	1	355	0
gene-LINF_360021300	LR812969.1	570464	570988	-	525	345	0	678	0	107	0
gene-LINF_360021400	LR812969.1	576359	577891	-	1533	711	0	1313	0	190	0
gene-LINF_360021500	LR812969.1	583327	584832	-	1506	749	34	1710	32	118	56
gene-LINF_360021600	LR812969.1	589726	592536	-	2811	2156	0	3620	1	456	0
gene-LINF_360021700	LR812969.1	596304	598850	-	2547	997	0	1519	0	267	0
gene-LINF_360021800	LR812969.1	601152	602663	-	1512	535	0	1056	0	127	0
gene-LINF_360021900	LR812969.1	603826	605256	-	1431	1008	0	1725	0	246	0
gene-LINF_360022000	LR812969.1	606873	612359	-	5487	1514	0	2593	0	395	0
gene-LINF_360022100	LR812969.1	614960	618586	-	3627	845	0	1371	0	228	0
gene-LINF_360022200	LR812969.1	619981	620352	-	372	699	0	1286	0	174	0
gene-LINF_360022300	LR812969.1	621414	622208	-	795	2045	33	3974	28	617	80
gene-LINF_360022400	LR812969.1	627999	628346	-	348	2584	2131	3647	1273	623	2631
gene-LINF_360022500	LR812969.1	631749	632096	-	348	1644	157	2417	97	577	266
gene-LINF_360022600	LR812969.1	634892	639973	-	5082	2708	44	4744	21	695	54
gene-LINF_360022700	LR812969.1	646873	647280	-	408	175	0	292	0	51	0
gene-LINF_360022800	LR812969.1	651907	652722	-	816	2790	2	5339	2	675	8
gene-LINF_360022900	LR812969.1	653790	654698	-	909	1582	51	2222	40	405	93
gene-LINF_360023000	LR812969.1	655666	658299	-	2634	1111	0	2048	0	271	0
gene-LINF_360023100	LR812969.1	659069	660706	-	1638	741	0	1221	0	177	0
gene-LINF_360023200	LR812969.1	661409	663757	-	2349	894	0	1412	0	189	0
gene-LINF_360023300	LR812969.1	664871	665803	-	933	538	0	937	0	137	0
gene-LINF_360023400	LR812969.1	668524	670164	-	1641	444	0	678	0	93	0
gene-LINF_360023500	LR812969.1	671944	673107	-	1164	398	0	527	0	70	0
gene-LINF_360023600	LR812969.1	674137	687240	-	13104	2849	1	4612	0	694	1
gene-LINF_360023700	LR812969.1	689363	692218	-	2856	1712	2	2390	0	390	0
gene-LINF_360023800	LR812969.1	693053	698557	-	5505	1902	0	2698	0	432	0
gene-LINF_360023900	LR812969.1	700146	701798	-	1653	959	0	1512	0	176	0
gene-LINF_360024000	LR812969.1	703110	704639	-	1530	792	0	1213	0	135	0
gene-LINF_360024100	LR812969.1	706893	707213	-	321	584	0	995	0	188	0
gene-LINF_360024200	LR812969.1	708215	710452	-	2238	744	0	1200	0	118	0
gene-LINF_360024300	LR812969.1	711584	714223	-	2640	779	2	1236	5	192	11
gene-LINF_360024400	LR812969.1	715434	716594	-	1161	614	0	891	0	116	1
gene-LINF_360024500	LR812969.1	717714	720530	-	2817	1186	0	2056	0	252	0
gene-LINF_360024600	LR812969.1	723269	725890	-	2622	1449	0	2418	0	231	0
gene-LINF_360024700	LR812969.1	729456	732089	-	2634	548	0	944	0	143	0
gene-LINF_360024800	LR812969.1	733871	735847	-	1977	828	0	1432	0	178	0
gene-LINF_360024900	LR812969.1	737035	738618	-	1584	1343	0	2222	0	345	1
gene-LINF_360025000	LR812969.1	739487	740782	-	1296	782	0	1540	0	191	0
gene-LINF_360025100	LR812969.1	742439	745069	-	2631	1606	0	2656	0	405	0
gene-LINF_360025200	LR812969.1	746602	748503	-	1902	570	0	1130	0	140	0
gene-LINF_360025300	LR812969.1	749677	750216	-	540	376	0	526	0	83	0
gene-LINF_360025400	LR812969.1	751734	756701	-	4968	976	0	1538	0	248	1
gene-LINF_360025500	LR812969.1	758051	759295	-	1245	368	0	711	0	76	0
gene-LINF_360025600	LR812969.1	760314	761693	-	1380	713	24	1440	8	174	40
gene-LINF_360025700	LR812969.1	762783	764273	-	1491	815	0	1617	0	223	0
gene-LINF_360025800	LR812969.1	765742	766020	-	279	2251	0	3721	0	769	0
gene-LINF_360025900	LR812969.1	768480	769400	-	921	438	0	741	0	99	0
gene-LINF_360026000	LR812969.1	773395	774894	-	1500	23531	0	34522	2	5156	5
gene-LINF_360026100	LR812969.1	775921	778965	-	3045	1590	0	2687	0	452	0
gene-LINF_360026200	LR812969.1	780559	781521	-	963	311	0	437	0	76	0
gene-LINF_360026300	LR812969.1	782734	783477	+	744	1869	0	3273	1	457	0
gene-LINF_360026400	LR812969.1	784089	784982	+	894	401	0	679	0	105	0
gene-LINF_360026500	LR812969.1	785368	786591	+	1224	859	0	1505	0	221	0
gene-LINF_360026600	LR812969.1	787191	787490	+	300	196	0	350	0	49	0
gene-LINF_360026700	LR812969.1	789399	789791	+	393	111	0	205	0	40	0
gene-LINF_360026900	LR812969.1	791807	795646	+	3840	596	0	1157	0	150	0
gene-LINF_360027000	LR812969.1	796720	797823	+	1104	406	0	795	1	112	1
gene-LINF_360027100	LR812969.1	798420	800120	+	1701	2666	46	4288	22	927	40
gene-LINF_360027200	LR812969.1	802554	804242	+	1689	6115	3088	8977	1609	1823	2603
gene-LINF_360027300	LR812969.1	808164	810221	+	2058	513	0	873	0	96	0
gene-LINF_360027400	LR812969.1	812385	813728	+	1344	445	0	780	0	120	0
gene-LINF_360027500	LR812969.1	816663	819407	+	2745	956	0	1754	1	182	0
gene-LINF_360027600	LR812969.1	820458	821978	+	1521	361	0	608	0	87	0
gene-LINF_360027700	LR812969.1	823382	824374	+	993	273	0	711	0	47	0
gene-LINF_360027800	LR812969.1	828362	832231	+	3870	1844	0	2986	0	365	0
gene-LINF_360027900	LR812969.1	836379	839195	+	2817	856	0	1293	0	176	1
gene-LINF_360028000	LR812969.1	840103	841218	+	1116	460	15	697	14	82	31
gene-LINF_360028100	LR812969.1	842775	843635	+	861	559	0	1071	0	102	0
gene-LINF_360028200	LR812969.1	847047	849371	+	2325	417	0	622	0	61	0
gene-LINF_360028300	LR812969.1	850806	855374	+	4569	998	1	1458	0	145	0
gene-LINF_360028400	LR812969.1	856583	858298	+	1716	1186	7	1840	1	268	2
gene-LINF_360028500	LR812969.1	861619	862689	+	1071	886	0	1233	0	177	0
gene-LINF_360028600	LR812969.1	863744	864550	+	807	777	0	1211	0	174	0
gene-LINF_360028700	LR812969.1	868248	868637	+	390	408	0	727	0	92	0
gene-LINF_360028800	LR812969.1	869812	872115	+	2304	911	0	1392	0	205	0
gene-LINF_360028900	LR812969.1	873794	875365	+	1572	1000	0	1695	0	192	0
gene-LINF_360029000	LR812969.1	877926	879686	+	1761	878	0	1598	0	176	0
gene-LINF_360029100	LR812969.1	880289	882220	+	1932	617	0	987	0	137	0
gene-LINF_360029200	LR812969.1	883129	884664	+	1536	2105	0	3186	0	389	0
gene-LINF_360029300	LR812969.1	886561	887688	+	1128	303	0	373	0	58	0
gene-LINF_360029400	LR812969.1	889447	891126	+	1680	537	0	923	0	109	0
gene-LINF_360029500	LR812969.1	893424	901235	+	7812	2069	0	3746	0	574	0
gene-LINF_360029600	LR812969.1	902362	903468	+	1107	1581	0	2424	0	352	0
gene-LINF_360029700	LR812969.1	906090	907079	+	990	278	0	395	0	52	0
gene-LINF_360029800	LR812969.1	908426	909811	+	1386	766	1	1174	0	139	0
gene-LINF_360029900	LR812969.1	910894	912381	+	1488	698	0	1097	0	174	0
gene-LINF_360030000	LR812969.1	915001	916431	+	1431	332	0	712	0	46	0
gene-LINF_360030100	LR812969.1	928546	929994	+	1449	706	0	1167	0	207	0
gene-LINF_360030200	LR812969.1	930960	931937	+	978	1205	0	2155	0	342	0
gene-LINF_360030300	LR812969.1	933150	934385	+	1236	753	2	1249	0	185	0
gene-LINF_360030400	LR812969.1	936295	937482	+	1188	486	0	889	0	159	0
gene-LINF_360030500	LR812969.1	938001	939236	+	1236	615	0	1029	0	193	0
gene-LINF_360030600	LR812969.1	941207	942202	+	996	1066	0	1954	0	197	0
gene-LINF_360030700	LR812969.1	967498	968844	+	1347	3232	0	4607	0	717	0
gene-LINF_360030900	LR812969.1	975469	976383	+	915	640	0	1089	0	162	0
gene-LINF_360031000	LR812969.1	977045	977596	+	552	715	0	1385	0	129	0
gene-LINF_360031100	LR812969.1	979780	982644	+	2865	827	1	1261	0	167	0
gene-LINF_360031200	LR812969.1	983893	984954	+	1062	1773	0	2607	0	356	2
gene-LINF_360031300	LR812969.1	987682	988743	+	1062	1448	1	2265	0	287	0
gene-LINF_360031400	LR812969.1	991132	992148	+	1017	627	0	1345	0	136	0
gene-LINF_360031500	LR812969.1	996899	1002670	+	5772	1790	0	3488	0	390	0
gene-LINF_360031600	LR812969.1	1003244	1005802	+	2559	1357	0	2325	3	318	0
gene-LINF_360031700	LR812969.1	1017373	1018092	+	720	472	0	840	0	112	0
gene-LINF_360031800	LR812969.1	1019108	1019875	+	768	272	0	543	0	63	0
gene-LINF_360031900	LR812969.1	1021196	1022551	+	1356	624	0	1246	0	124	0
gene-LINF_360032000	LR812969.1	1024450	1026570	+	2121	928	0	1719	0	276	0
gene-LINF_360032100	LR812969.1	1028066	1029403	+	1338	1135	0	2219	0	231	1
gene-LINF_360032200	LR812969.1	1031744	1032520	+	777	478	0	841	0	119	0
gene-LINF_360032300	LR812969.1	1034742	1036223	+	1482	632	0	1202	0	134	0
gene-LINF_360032400	LR812969.1	1037622	1039577	+	1956	824	2	1398	0	200	2
gene-LINF_360032500	LR812969.1	1040261	1042963	+	2703	1320	0	2491	0	306	1
gene-LINF_360032600	LR812969.1	1043993	1045045	+	1053	269	0	526	0	81	0
gene-LINF_360032700	LR812969.1	1045588	1047939	+	2352	397	1	733	0	89	0
gene-LINF_360032800	LR812969.1	1048754	1049962	+	1209	686	0	1251	0	170	0
gene-LINF_360032900	LR812969.1	1052431	1053552	+	1122	1186	0	2167	0	263	0
gene-LINF_360033000	LR812969.1	1054642	1057431	+	2790	372	0	679	0	109	0
gene-LINF_360033100	LR812969.1	1057731	1057802	+	72	0	0	0	1	0	1
gene-LINF_360033200	LR812969.1	1058357	1058428	-	72	0	0	0	0	0	0
gene-LINF_360033300	LR812969.1	1058495	1058565	-	71	1	0	0	0	0	0
gene-LINF_360033400	LR812969.1	1058638	1058709	+	72	0	0	0	0	0	0
gene-LINF_360033500	LR812969.1	1061126	1062670	-	1545	799	0	1241	0	160	0
gene-LINF_360033600	LR812969.1	1065456	1068431	-	2976	1268	0	1878	0	151	0
gene-LINF_360033700	LR812969.1	1071551	1073266	-	1716	5877	0	7986	0	1113	0
gene-LINF_360033800	LR812969.1	1074605	1076764	-	2160	495	0	909	0	110	0
gene-LINF_360033900	LR812969.1	1078292	1079914	-	1623	753	0	1269	0	178	0
gene-LINF_360034000	LR812969.1	1083574	1088781	-	5208	789	1	1251	1	169	2
gene-LINF_360034100	LR812969.1	1090005	1100381	-	10377	2618	0	4320	0	518	0
gene-LINF_360034200	LR812969.1	1108825	1110480	-	1656	494	0	957	0	117	0
gene-LINF_360034300	LR812969.1	1111280	1112302	-	1023	317	0	580	0	75	0
gene-LINF_360034400	LR812969.1	1117067	1118458	-	1392	1666	0	2190	0	399	0
gene-LINF_360034500	LR812969.1	1119394	1120494	-	1101	305	0	607	0	107	1
gene-LINF_360034600	LR812969.1	1121252	1124269	-	3018	864	1	1661	0	222	1
gene-LINF_360034700	LR812969.1	1125110	1126081	-	972	361	0	718	0	110	0
gene-LINF_360034800	LR812969.1	1126659	1127678	-	1020	235	0	583	0	90	0
gene-LINF_360034900	LR812969.1	1128597	1132925	-	4329	1235	14	2739	6	353	44
gene-LINF_360035000	LR812969.1	1134004	1135719	-	1716	767	0	1570	1	218	1
gene-LINF_360035100	LR812969.1	1136353	1139169	-	2817	979	8	1731	2	262	18
gene-LINF_360035200	LR812969.1	1145850	1146308	-	459	102	16	168	13	35	16
gene-LINF_360035300	LR812969.1	1146840	1149899	-	3060	1028	0	1579	0	199	0
gene-LINF_360035400	LR812969.1	1151935	1152411	-	477	464	0	983	0	129	0
gene-LINF_360035500	LR812969.1	1156181	1158004	-	1824	654	5	929	3	98	17
gene-LINF_360035600	LR812969.1	1162195	1164435	-	2241	1143	0	1934	0	204	0
gene-LINF_360035700	LR812969.1	1166017	1167498	-	1482	168	0	242	0	27	0
gene-LINF_360035800	LR812969.1	1168177	1176264	-	8088	1816	0	3013	0	320	0
gene-LINF_360035900	LR812969.1	1177596	1180223	-	2628	792	0	964	1	195	2
gene-LINF_360036000	LR812969.1	1180804	1182741	-	1938	597	0	954	0	125	0
gene-LINF_360036100	LR812969.1	1184392	1186167	-	1776	1338	0	1863	0	306	0
gene-LINF_360036200	LR812969.1	1187034	1190297	-	3264	1013	6	1758	4	216	13
gene-LINF_360036300	LR812969.1	1191934	1195371	-	3438	1793	1	2816	0	345	0
gene-LINF_360036400	LR812969.1	1196255	1196533	-	279	218	0	372	0	55	0
gene-LINF_360036500	LR812969.1	1199785	1200567	-	783	388	0	663	0	51	0
gene-LINF_360036600	LR812969.1	1202027	1202440	-	414	4112	478	6552	343	1442	365
gene-LINF_360036700	LR812969.1	1203291	1203704	-	414	4169	459	6427	323	1512	395
gene-LINF_360036800	LR812969.1	1204656	1209809	-	5154	2091	6	3477	4	410	7
gene-LINF_360036900	LR812969.1	1211248	1213299	-	2052	560	0	882	1	95	0
gene-LINF_360037100	LR812969.1	1218666	1219706	-	1041	816	1	1444	0	253	0
gene-LINF_360037200	LR812969.1	1220662	1221003	-	342	217	0	338	0	65	0
gene-LINF_360037300	LR812969.1	1222433	1224079	-	1647	497	22	836	13	108	32
gene-LINF_360037400	LR812969.1	1225102	1237638	-	12537	2804	0	4794	0	597	1
gene-LINF_360037500	LR812969.1	1241187	1242428	-	1242	4059	34	7060	19	1052	44
gene-LINF_360037600	LR812969.1	1243176	1243574	-	399	169	0	283	0	29	0
gene-LINF_360037700	LR812969.1	1244381	1244896	-	516	151	0	334	0	53	0
gene-LINF_360037800	LR812969.1	1248890	1249600	-	711	293	1	704	0	97	0
gene-LINF_360037900	LR812969.1	1250427	1251890	-	1464	365	0	790	0	127	0
gene-LINF_360038000	LR812969.1	1252748	1255831	-	3084	918	7	2178	1	296	7
gene-LINF_360038100	LR812969.1	1256095	1256553	-	459	280	0	459	0	63	0
gene-LINF_360038200	LR812969.1	1257398	1258138	-	741	336	0	709	0	107	0
gene-LINF_360038300	LR812969.1	1258712	1258936	-	225	73	0	162	0	30	0
gene-LINF_360038400	LR812969.1	1260060	1261376	-	1317	704	0	1444	0	191	0
gene-LINF_360038500	LR812969.1	1261838	1262194	-	357	223	0	469	0	77	0
gene-LINF_360038600	LR812969.1	1262786	1263214	-	429	497	1	1036	0	136	0
gene-LINF_360038700	LR812969.1	1263887	1266007	-	2121	1026	0	1677	0	321	0
gene-LINF_360038800	LR812969.1	1266867	1267571	-	705	1316	0	2384	0	434	1
gene-LINF_360038900	LR812969.1	1268632	1269429	-	798	35	0	59	0	13	0
gene-LINF_360039000	LR812969.1	1270005	1272479	-	2475	1668	0	3693	0	435	2
gene-LINF_360039100	LR812969.1	1275977	1276627	-	651	1153	0	2113	0	357	0
gene-LINF_360039200	LR812969.1	1277258	1277623	-	366	298	0	390	0	76	0
gene-LINF_360039300	LR812969.1	1278237	1279370	-	1134	721	0	1154	0	207	0
gene-LINF_360039400	LR812969.1	1280274	1281980	-	1707	932	8	1828	7	197	23
gene-LINF_360039500	LR812969.1	1283009	1283611	-	603	272	5	539	5	87	4
gene-LINF_360039600	LR812969.1	1284757	1285506	-	750	272	0	402	0	64	0
gene-LINF_360039700	LR812969.1	1286448	1287851	-	1404	598	0	986	0	146	0
gene-LINF_360039800	LR812969.1	1288732	1289739	-	1008	522	0	1084	1	125	0
gene-LINF_360039900	LR812969.1	1290469	1291503	-	1035	454	0	854	0	147	0
gene-LINF_360040000	LR812969.1	1295347	1299552	-	4206	758	1	1273	0	167	0
gene-LINF_360040100	LR812969.1	1301010	1301339	-	330	144	0	276	0	33	0
gene-LINF_360040200	LR812969.1	1302925	1304625	-	1701	997	20	1584	14	163	38
gene-LINF_360040300	LR812969.1	1305847	1308690	-	2844	859	0	1541	0	254	0
gene-LINF_360040400	LR812969.1	1312285	1313061	-	777	1141	61	1859	51	290	183
gene-LINF_360040500	LR812969.1	1313788	1315440	-	1653	686	0	1107	0	211	1
gene-LINF_360040600	LR812969.1	1317070	1318680	-	1611	493	0	792	0	166	0
gene-LINF_360040700	LR812969.1	1319330	1320253	-	924	391	4	675	1	109	5
gene-LINF_360040800	LR812969.1	1321329	1323890	-	2562	1830	0	2713	0	324	0
gene-LINF_360040900	LR812969.1	1325500	1327047	-	1548	730	0	1161	0	169	0
gene-LINF_360041000	LR812969.1	1327783	1328367	-	585	359	0	545	0	112	0
gene-LINF_360041100	LR812969.1	1329271	1329660	-	390	4460	16	7765	23	1333	44
gene-LINF_360041200	LR812969.1	1331506	1335018	-	3513	2065	12	3337	6	570	34
gene-LINF_360041300	LR812969.1	1335952	1336782	-	831	358	0	613	0	118	0
gene-LINF_360041400	LR812969.1	1337561	1338088	-	528	193	0	435	0	56	0
gene-LINF_360041500	LR812969.1	1339068	1341515	-	2448	1409	0	2782	0	266	1
gene-LINF_360041600	LR812969.1	1342913	1344136	-	1224	530	0	964	0	109	0
gene-LINF_360041700	LR812969.1	1345393	1345857	-	465	328	0	522	0	57	1
gene-LINF_360041800	LR812969.1	1347147	1348373	-	1227	794	0	1061	2	139	0
gene-LINF_360041900	LR812969.1	1349621	1357222	-	7602	1708	11	2702	6	243	24
gene-LINF_360042000	LR812969.1	1358394	1358981	-	588	294	7	466	4	68	46
gene-LINF_360042100	LR812969.1	1359817	1360149	-	333	176	0	353	0	62	0
gene-LINF_360042200	LR812969.1	1360703	1361374	-	672	397	2	724	0	108	6
gene-LINF_360042300	LR812969.1	1362461	1362769	-	309	496	0	801	0	180	1
gene-LINF_360042400	LR812969.1	1363832	1364239	-	408	614	0	778	0	173	1
gene-LINF_360042500	LR812969.1	1365158	1365370	-	213	2869	0	4439	0	1051	5
gene-LINF_360042600	LR812969.1	1366456	1366668	-	213	4226	0	5638	0	1287	0
gene-LINF_360042700	LR812969.1	1367487	1368407	-	921	641	0	924	1	148	1
gene-LINF_360042800	LR812969.1	1369168	1370253	-	1086	1019	0	1455	0	197	0
gene-LINF_360042900	LR812969.1	1371555	1373933	-	2379	900	0	1226	0	158	0
gene-LINF_360043000	LR812969.1	1376798	1377451	-	654	775	0	1013	0	96	0
gene-LINF_360043100	LR812969.1	1378529	1379386	-	858	575	1	747	0	116	4
gene-LINF_360043200	LR812969.1	1380395	1380997	-	603	1442	0	2379	0	348	1
gene-LINF_360043300	LR812969.1	1383309	1386347	-	3039	2678	2	4268	1	466	0
gene-LINF_360043400	LR812969.1	1387868	1388497	-	630	448	0	684	0	115	0
gene-LINF_360043500	LR812969.1	1389403	1390422	-	1020	654	1	1039	1	134	2
gene-LINF_360043600	LR812969.1	1391193	1393655	-	2463	775	0	1244	0	159	0
gene-LINF_360043700	LR812969.1	1394622	1395191	-	570	316	0	451	0	60	0
gene-LINF_360043800	LR812969.1	1396341	1397120	-	780	477	0	940	0	99	0
gene-LINF_360043900	LR812969.1	1399716	1408838	-	9123	5795	1295	8921	865	1332	2238
gene-LINF_360044000	LR812969.1	1410175	1411290	-	1116	830	0	1330	0	203	0
gene-LINF_360044100	LR812969.1	1412522	1416016	-	3495	986	0	1667	0	251	0
gene-LINF_360044200	LR812969.1	1416994	1418883	-	1890	918	0	1780	0	187	0
gene-LINF_360044300	LR812969.1	1422544	1424361	-	1818	535	0	1146	0	127	0
gene-LINF_360044400	LR812969.1	1425152	1426555	-	1404	507	0	1001	0	125	0
gene-LINF_360044500	LR812969.1	1428961	1429962	-	1002	1884	0	3701	0	394	0
gene-LINF_360044700	LR812969.1	1434409	1436022	-	1614	310	0	723	0	74	0
gene-LINF_360044800	LR812969.1	1437888	1438199	-	312	9742	2	20506	1	1498	2
gene-LINF_360044900	LR812969.1	1440742	1441632	-	891	224	0	424	0	43	0
gene-LINF_360045000	LR812969.1	1442122	1442487	-	366	149	0	257	0	57	0
gene-LINF_360045100	LR812969.1	1442985	1444166	-	1182	672	0	1154	1	192	0
gene-LINF_360045200	LR812969.1	1444635	1445231	-	597	386	0	799	0	109	0
gene-LINF_360045300	LR812969.1	1446131	1447888	-	1758	1146	0	1640	0	346	0
gene-LINF_360045400	LR812969.1	1448199	1448867	-	669	230	0	496	0	78	0
gene-LINF_360045500	LR812969.1	1449691	1450713	+	1023	444	0	618	0	112	0
gene-LINF_360045600	LR812969.1	1451079	1451546	+	468	674	0	1190	0	166	0
gene-LINF_360045700	LR812969.1	1452120	1455053	+	2934	1271	0	2695	0	412	0
gene-LINF_360045800	LR812969.1	1455773	1459000	+	3228	626	0	1095	0	151	0
gene-LINF_360045900	LR812969.1	1460378	1460962	+	585	106	0	200	0	25	0
gene-LINF_360046000	LR812969.1	1468748	1470106	+	1359	541	0	1038	1	102	0
gene-LINF_360046100	LR812969.1	1471129	1473012	+	1884	774	0	1599	0	208	0
gene-LINF_360046200	LR812969.1	1474105	1474650	+	546	304	0	462	0	110	0
gene-LINF_360046300	LR812969.1	1475484	1475990	+	507	4289	405	5942	336	1429	351
gene-LINF_360046400	LR812969.1	1476710	1476970	+	261	1858	859	2503	638	672	1601
gene-LINF_360046500	LR812969.1	1477671	1478315	+	645	5361	1563	7950	1241	1658	1919
gene-LINF_360046600	LR812969.1	1479272	1479583	+	312	3616	645	5836	569	1183	566
gene-LINF_360046700	LR812969.1	1481335	1482279	+	945	894	0	1936	0	257	0
gene-LINF_360046800	LR812969.1	1485098	1487551	+	2454	659	0	1127	0	148	0
gene-LINF_360046900	LR812969.1	1488612	1489745	+	1134	750	1	1166	0	140	1
gene-LINF_360047000	LR812969.1	1494059	1495192	+	1134	711	0	1178	0	126	0
gene-LINF_360047100	LR812969.1	1497548	1497943	+	396	269	0	392	0	56	0
gene-LINF_360047200	LR812969.1	1499593	1500531	+	939	499	0	790	0	91	0
gene-LINF_360047300	LR812969.1	1504401	1506287	+	1887	2112	13	3097	5	480	9
gene-LINF_360047400	LR812969.1	1508741	1509418	+	678	672	0	1293	0	138	0
gene-LINF_360047500	LR812969.1	1512955	1514688	+	1734	1036	0	1293	0	225	0
gene-LINF_360047600	LR812969.1	1515906	1518422	+	2517	479	0	690	0	98	0
gene-LINF_360047700	LR812969.1	1519058	1520128	+	1071	2424	6	3731	7	647	27
gene-LINF_360047800	LR812969.1	1521591	1522775	+	1185	435	0	738	0	94	0
gene-LINF_360047900	LR812969.1	1523682	1524509	+	828	678	0	1185	0	154	0
gene-LINF_360048000	LR812969.1	1525443	1526756	+	1314	5477	1	7278	1	1872	0
gene-LINF_360048100	LR812969.1	1529534	1529935	+	402	205	0	267	0	56	0
gene-LINF_360048200	LR812969.1	1530885	1535240	+	4356	816	1	1288	1	152	0
